name,acc,f1_mi,f1_ma,f1_we,recall_mi,recall_ma,recall_we,precision_mi,precision_ma,precision_we
RF,0.8744289074734458,0.8744289074734458,0.14288594142862587,0.8164260350820199,0.8744289074734458,0.1478289528140559,0.8744289074734458,0.8744289074734458,0.26563808855911825,0.7813222007306004
CART,0.9686731919306258,0.9686731919306258,0.37077743510331057,0.9590547613834819,0.9686731919306258,0.3877869561173693,0.9686731919306258,0.9686731919306258,0.6968599711245977,0.9636611988507532
NB,0.8760542866076412,0.8760542866076412,0.19000355402668562,0.8247956260408833,0.8760542866076412,0.19292379793705525,0.8760542866076412,0.8760542866076412,0.37913626955861096,0.7962253744158936
LDA,0.9637996931305304,0.9637996931305304,0.537228452615553,0.967811294360814,0.9637996931305304,0.6042181225739007,0.9637996931305304,0.9637996931305304,0.5211083974947907,0.9750774740330028
QDA,0.8512698934136524,0.8512698934136524,0.3271587415437862,0.8923059387757171,0.8512698934136524,0.39109728018726997,0.8512698934136524,0.8512698934136524,0.42916163736302476,0.9491434454185796
LR,0.9758145695713722,0.9758145695713722,0.5322800279146428,0.9727429573183126,0.9758145695713722,0.5380925977092051,0.9758145695713722,0.9758145695713722,0.575810188684813,0.9729170574786975
ABoost,0.9732300584318522,0.9732300584318522,0.5520631187706735,0.9705531799742507,0.9732300584318522,0.5543289209189881,0.9732300584318522,0.9732300584318522,0.6307022903154346,0.9708217254129367
KNN,0.9769623616547731,0.9769623616547731,0.6233881868882094,0.9766972716673119,0.9769623616547731,0.6105708616675616,0.9769623616547731,0.9769623616547731,0.6570168044381581,0.9768252278053798
MLP,0.9784267860370434,0.9784267860370434,0.6212177478442973,0.9764703242051468,0.9784267860370434,0.6056145675911039,0.9784267860370434,0.9784267860370434,0.6941378472576746,0.9770357358589652
