,L1_acc,L1_f1,L1_rc,L1_pc,L2_acc,L2_f1,L2_rc,L2_pc,c1_acc,c1_f1,c1_rc,c1_pc,c2_acc,c2_f1,c2_rc,c2_pc,c3_acc,c3_f1,c3_rc,c3_pc,c4_acc,c4_f1,c4_rc,c4_pc,total_acc,total_f1,total_rc,total_pc
0,0.99,0.99,0.99,0.991,0.899,0.88,0.899,0.871,0.974,0.963,0.974,0.958,0.52,0.388,0.52,0.339,0.951,0.928,0.951,0.906,0.931,0.898,0.931,0.867,0.982,0.979,0.982,0.98
